id,surname,forename,birthYear,deathYear,note,pageRefs,fullName
"ansorge_p_94","Bruns","Max","1876","1945","Dt. Verleger, Dichter und Übersetzer in Minden, gab zeitweilig die Zeitschrift Gesellschaft heraus, übersetzte Baudelaire, verlegte u. a. →Dauthendey, →Henckell, →Mombert, →Scheerbart und →Schlaf, und er betreute die deutschen Ausgaben von Dostojewski, Flaubert, Gide, Poe, Wells und Wilde in seinem Verlag.","","Max Bruns"
"ansorge_p_95","Bürgel","Konstantin","1837","1909","Schles. Komponist und Pianist. In der Saison 1869/70 an der Kullak’schen Akademie in Berlin als Klavierlehrer beschäftigt.","46; ; 72; 109; ; 124; 127; 135; 139; 298; 679","Konstantin Bürgel"
"ansorge_p_96","Bungert","August","1845","1915","Dt. Komponist, Verfasser der als Gegenentwurf zu Wagners „Ring des Nibelungen“ gedachten Opern-Tetralogie „Homerische Welt“.","82; 100; 108","August Bungert"
"ansorge_p_97","Burath","Hugo","","1949","Dt.? Literaturhistoriker, veröffentlichte 1948 „August Klingemann und die deutsche Romantik“.","656; 670","Hugo Burath"
"ansorge_p_98","Burrian","Carl","1870","1924","Böhm. Sänger (Tenor), sang 1907 im Deutschen Theater in Prag beim Wagner-Festival und gastierte zwischen 1906 und 1913 regelmäßig an der Metropolitan Opera in New York.","145","Carl Burrian"
"ansorge_p_99","Busoni","Ferruccio","1866","1924","Ital.-dt. Pianist, Komponist und Musiktheoretiker der Moderne. Unterrichtete in Leipzig, Helsinki, Moskau und Boston, bevor er sich in Berlin niederließ und Professor an der Berliner Akademie der Künste wurde. Er löste mit seinem „Entwurf einer neuen Ästhetik der Tonkunst“ von 1907 eine heftige Debatte in Musikerkreisen aus, betreute instruktive Ausgaben alter Meister, darunter jene von Bachs Wohltemperierten Klavier I, veröffentlichte aber auch vielgespielte Klavierbearbeitungen Bachscher Orgelwerke.","21; 38; 44; 75; 167; ; 230; 450; 667","Ferruccio Busoni"
"ansorge_p_100","Campana","Fabio","1819","1882","Ital. Gesangslehrer und Komponist.","86","Fabio Campana"
"ansorge_p_101","Cankl","Marie","1875","1948","Ung. Sängerin (Alt). Debütierte 1902 in Köln, sang in Bayreuth, war von 1911–1914 Mitglied der Wiener Hofoper, danach Gesangspädagogin. Sie war die Schwiegertochter des Dirigenten Hans Richter.","449","Marie Cankl"
"ansorge_p_102","Chadwick","George Whitefield","1854","1931","US-amerik. Komponist und Dirigent, ab 1897 Direktor des New England Conservatory of Music in Boston. 86 Challupper, Josef (1911–?). Tschech. Pianist, Lehrer und Komponist. Ansorgeschüler. Sein Bruder Ji í (1914–?) war Geiger. 683 Chamberlain, Anna, geb. Horst (1845–1924). Tochter eines Breslauer Staatsanwaltes und erste Ehefrau (1878–1906) von Houston Stewart Chamberlain (1855–1927), der seinerseits in zweiter Ehe 1908 Cosima Wagners Tochter Eva von Bülow (1867–1942) heiratete. Anna Horst-Chamberlain gab 1923 „Meine Erinnerungen an Houston Stewart Chamberlain“ [München: Oskar Reck] heraus.","499","George Whitefield Chadwick"
"ansorge_p_103","Cheshire","John","1837","1910","Brit. Harfenist und Komponist.","86","John Cheshire"
"ansorge_p_104","Choinanus","Iduna","","","? Konzertsängerin (Alt). Ihr Sohn Siegfried Walter-Choinanus (1887–1954) war Kirchenmusiker in Augsburg.","675","Iduna Choinanus"
"ansorge_p_105","Claassen","Arthur","1859","1920","Dt. Dirigent, ausgebildet in Weimar, seit 1884 Leiter des Männergesangsvereines „Eichenkranz“ in New York, ließ sich 1910 in San Antonio, Texas nieder.","84","Arthur Claassen"
"ansorge_p_106","Clerici","Giovanni","","","Veröffentlichte 1894 „O Lisetta venga a me“, eine Arietta im alten Stil.","150","Giovanni Clerici"
"ansorge_p_107","Colbert","Karl","1855","1929","Österr. Bankier und kais. Kammerrath, gründete als Geldgeber den erfolgreichen Druckereibetrieb und Verlag „Gesellschaft für graphische Industrie“ 1887 („Colbert & Ziegler“), der zunächst auch das Journal Wiener Mode herausgab. C. wechselte später selbst zum Journalismus und war aktives Mitglied der sozialdemokratischen Partei. Er gründete 1910 die Zeitschrift Der Morgen, 1915 Der Abend, deren Herausgeber er bis zu seinem Tode blieb. Er war Mitarbeiter der Wage und veröffentlichte eigene Publikationen, darunter „Bilder aus dem Wien das war, das ist und das wir schaffen wollen“, 1915, „Bankleute und Börsenspieler vor 2000 Jahren“, 1924, „Das goldene Kalb“, 1926, „Der Börsenschwindel des Johan Law“, 1927, „Sodom und Gomorrha“, 1928. Er war Ehemann der Pianistin →Toni Wolff und Autor des Johann Strauß’schen Balletts „Aschenbrödel“. Das Ehepaar war eng befreundet mit Adele Strauß.","640","Karl Colbert"
"ansorge_p_108","Conne","Paul de","1874","1959","Russ. Pianist, Schüler Anton Rubinsteins und Lehrer an der Wiener Musikakademie von 1901–1915.","529","Paul de Conne"
"ansorge_p_109","Conrat","Ilse","1880","1942","Österr. Bildhauerin aus großbürgerlicher Familie. Ihr Vater Hugo Conrat (Cohn) war befreundet mit Brahms, alle drei Töchter Conrat standen in engster Verbindung mit den Repräsentanten der musikalischen Moderne Wiens. Ilse C. schuf 1903 das Grabmal für Johannes Brahms am Wiener Zentralfriedhof, zu dessen pompöser Aufstellung Busoni über die Künstlerin berichtete, sie stehe hier vor ihrer „bisher besten Leistung“ (Brief B. an C. vom 23.10.1902). Sie war Mitglied im Ansorge-Verein und heiratete 1910 den um 30 Jahre älteren preußischen General Ernst von Twardowski. Als Vizepräsidentin der „Vereinigung bildender Künstlerinnen“ war sie es, die 1910 die erste Ausstellung „Die Kunst der Frau“ in der Wiener Sezession veranstaltete. 1914 übersiedelte sie mit ihrer Familie nach München, wo sie für deren Unterhalt durch Entwürfe für die Keramikfabrik Allach sorgte. Vor der drohenden Deportation nahm sie sich 1942 das Leben. Der Nachlass I. Twardowska-Conrat wird im Stadtarchiv München aufbewahrt.","485; 487","Ilse Conrat"
"ansorge_p_110","Corinth","Lovis","1858","1925","Dt. Maler, Mitglied der Münchner und Berliner Sezession und eine führende Persönlichkeit in der Kunstszene der Jahrhundertwende. Er porträtierte Conrad Ansorge 1903 zweimal. Die Bilder befinden sich heute im Münchner Lenbach-Haus und im Museum Wiesbaden.","; 51; ; 61; ; 395; 537; 591","Lovis Corinth"
"ansorge_p_111","Cowen","Sir Frederic Hymen","1852","1935","Jamaikan. Komponist und Dirigent, wurde in London, Leipzig und Berlin ausgebildet.","82","Sir Frederic Hymen Cowen"
"ansorge_p_112","Crompton","Evans Eugen Albert Ulrich","1858","1914","und Klara Sofie Friederike Caroline (Claire) (1868–?). Verwandte von Conrad Ansorge in Weimar. Klara (Claire) C. war die Schwester von Margarethe Ansorge, geb. Wegelin. Evans Crompton war der Sohn eines in den englischen Kolonien Südafrikas tätigen Offiziers englischer Abstammung. Nach der Rückkehr der Familie nach Deutschland trat Evans als Offizier in preußische Dienste. Als Premierleutnant wurde er 1888 beim Außerordentlichen Adelstag als Mitglied aufgenommen (Mitgliedsnachweis der Adelsgenossenschaft mit Datum, in: Deutsches Adelsblatt, Jg. VI (1888), S. 754), gleichwohl konnte er in einem Rechtstreit ab 1889 seinen Adelstitel nicht nachweisen und ließ sich nach dem negativen Urteil 1894 vom aktiven Dienst freistellen. Nach der offiziellen Rückgabe des „angemaßten Adelstitels“, wie es in den Akten heißt, durfte er ab 1898 wieder als Leutnant der Reserve, wohnhaft im Rittergut Holzdorf bei Weimar, dienen. Mehrere Wohnorte sind in Berlin, Köln und Weimar bis zu seinem Tode nachweisbar. Auch sein Bruder, Eugen Albert Melchior (1863–?), gewärtigte eine Anklage 1894 wegen des Tragens eines Freiherrentitels, den er nicht nachweisen konnte. Die Familie von Evans Crompton verwendete den Titel weiter (vgl. die Akten des Geheimen Staatsarchivs PK: I.HA Rep. 176 Nr. 1580). Ein häufiger Gast im Hause Crompton war Ende der Neunzigerjahre →Rudolf Steiner, der darüber in Briefen und autobiographischen Aufzeichnungen berichtet.","45; 233; ; ; 256; 504; 661","Evans Eugen Albert Ulrich Crompton"
"ansorge_p_113","Crompton","Iwan","1890","","Älterer Sohn von →Evans und Claire C., war im I. Weltkrieg als Kapitänleutnant Mitglied in der Marine (Marine-Offizier-Verband (Hg.). Die Ehrenrangliste der Kaiserlich Deutschen Marine 1914–1918. Berlin 1930, S. 287) und dokumentierte daselbst einen für die weitere Kriegspolitik einflussreichen U-Boot-Vorfall („U 41“; der zweite „Baralong“-Fall, selbst erzählt von Oberleutnant z. S. Crompton. Mit acht Bildern. Berlin: A. Scherl 1917).","","Iwan Crompton"
"ansorge_p_114","Crompton","Otto","1892","","Jüngerer Sohn von →Evans und Claire, stellte 1919 eine eigene Anfrage an das Heroldsamt in Berlin, wie es denn um seinen ihm schon im Taufschein zugedachten Adelstitel bestellt sei. Aufgrund seiner Anfrage wurden dem Heroldsamt zahlreiche Tauf-, Heirats-und Sterbeurkunden zugänglich gemacht, die den Hergang des Titelgebrauchs schließlich offenlegten.","","Otto Crompton"
"ansorge_p_115","Culp","Julia","1880","1970","Holländ. Mezzosopranistin und bekannte Liedersängerin, die ab 1901 häufig in Deutschland (mehrfach vor dem Kaiserpaar) konzertierte und in erster Ehe den Berliner Erich Merten heiratete. Nach der gelungenen UA von Schönbergs Arrangement von Beethovens „Adelaide“ beauftragte sie weitere Orchesterfassungen berühmter Klavierlieder bei ihm [alle verschollen]. Ab 1913 führten Konzerttourneen sie in die USA, in zweiter Ehe heiratete sie 1919 Wilhelm (Ritter von) Ginzkey (1856–1934), einen wohlhabenden Industriellen, entkam nach dessen Tod den Verfolgungen der Nationalsozialisten nur mit knapper Not und verblieb in Amsterdam.","176","Julia Culp"
"ansorge_p_116","Curci","Alberto","1886","1973","Ital. Geiger und Komponist, studierte bei Joseph Joachim, konzertierte mit großem Erfolg, wurde Professor in Neapel und gründete einen Musikverlag, der die Grundlage zu einer nach ihm benannten wohltätigen Stiftung legte. Seine Operette „Liebesboykott“ feierte 1910 Erfolge an Hamburgs Neuem Operettentheater.","","Alberto Curci"
"ansorge_p_117","Curti","Franz Henry","1854","1898","Dt.-schweiz. Zahnarzt und Komponist.","124","Franz Henry Curti"
"ansorge_p_118","Däubler","Theodor","1876","1934","Dt. Schriftsteller, Epiker, Lyriker, Erzähler und Kunstkritiker, Anhänger der Theosophie.","51","Theodor Däubler"
"ansorge_p_119","Dahlke","Ernst","1877","","Dt. Musikpädagoge, edierte u. a. die Sammlung „Das deutsche Lied“.","214","Ernst Dahlke"
"ansorge_p_120","Dauthendey","Max","1867","1918","Dt. Dichter aus vermögendem Haus, der gegen den Willen des Vaters seinen künstlerischen Interessen nachging. Geriet 1892 in den Friedrichshagener Dichterkreis um →Przybyszewski und →Dehmel, unternahm zahlreiche Reisen und verstarb noch vor dem Ende des I. Weltkriegs auf Java.","271; 281; 467; 492; 656; 665","Max Dauthendey"
"ansorge_p_121","Debogis-Bohy","Marie-Louise","1879","1950","Schweiz. Sängerin (Sopran).","161","Marie-Louise Debogis-Bohy"
"ansorge_p_122","Dehmel","Richard","1863","1920","Dt. Dichter und Nationalökonom, dessen Lyrik seit Beginn der Neunzigerjahre großen gesellschaftlichen Einfluss ausübte, besonders auf zeitgenössische Musiker und Komponisten. Er war in erster Ehe ab 1889 mit der Autorin →Paula Oppenheimer, in zweiter Ehe mit →Ida Auerbach, geb. Coblenz verh. [Eine der bedeutenden literaturhistorischen Studien über die Zeit der Jahrhundertwende wurde anhand von Dehmels Werk verfasst: Horst Fritz. Literarischer Jugendstil und Expressionismus. Zur Kunsttheorie, Dichtung und Wirkung Richard Dehmels. Stuttgart: J. B. Metzler 1969].","","Richard Dehmel"
"ansorge_p_123","Dehmel","Paula","1862","1918","Dt. Schriftstellerin, →Richard Dehmels erste Frau, Mutter seiner drei Kinder, mit ihr publizierte er gemeinsam mehrere Kinderbücher.","233; 238; 240; 244; 247; 255; 270; 292; 323","Paula Dehmel"
"ansorge_p_124","Demuth","Leopold","1861","1910","Österr. Sänger (Bariton) aus Brünn, der nach Reisejahren in Deutschland ab 1898 an der Wiener Hofoper engagiert war. Er erlag während eines Liederabends in Czernowitz einem Herzinfarkt.","; 549; 551","Leopold Demuth"
"ansorge_p_125","Deneke","Albrecht","","","Dt. Musikverleger in Berlin-Charlottenburg. Musikaliengeschäft Raabe & Plothow, Potsdamer Str. 21. Beteiligter Genossenschafter des „PAN“ 1895, korrespondierte u. a. mit →Melchior Lechter.","273; 287; ; 302; ; 316; 318; 387; ; ","Albrecht Deneke"
"ansorge_p_126","Denninghoff","Agnes","1860","1945","Dt. Sängerin (Sopran); nannte sich in ihrer Weimarer Zeit und vor ihrer Verheiratung mit dem Pianisten Bernhard Stavenhagen auf der Bühne Agnes Denis (1886–1890).","76","Agnes Denninghoff"
"ansorge_p_127","Dessau","Bernhard","1861","1923","Dt. Geiger und Komponist, Schüler Joachims und Wieniawskis, von 1898–1918 Konzertmeister im Orchester der Berliner Hofoper.","135","Bernhard Dessau"
"ansorge_p_128","Dessauer","Josef","1798","1876","Aus Prag stammender österr. Pianist und Komponist, der im Zuge seiner weitläufigen Reisen Freundschaft mit den bedeutendsten Musikern seiner Zeit schloss, Chopin widmete ihm zwei seiner Polonaisen op. 26.","; 80","Josef Dessauer"
"ansorge_p_129","Dessoir","Max","1867","1947","Dt. Philosoph und Kulturhistoriker, Begründer der Zeitschrift für Ästhetik und Allgemeine Kunstwissenschaft, verh. mit der Sängerin →Susanne Triepel (vgl. Max Dessoir: Buch der Erinnerung. Stuttgart: Ferdinand Enke 1947).","11; ","Max Dessoir"
"ansorge_p_130","Destinn","Emmy nová, eig. Emilie V nceslava Pavlína Kittlová)","1878","1930","Böhm. Sängerin (Dram. Sopran), 1898–1908 Mitglied der Berliner Hofoper, danach bis 1916 an der Metropolitan Opera in New York.","127; ","Emmy nová, eig. Emilie V nceslava Pavlína Kittlová) Destinn"
"ansorge_p_131","Deutsch","Otto Erich","1883","1967","Österr. Musikwissenschaftler, Assistent von Anthony van Hoboken, erstellte das erste vollständige Verzeichnis der Werke Franz Schuberts. Er kehrte nach der erzwungenen Emigration nach Cambridge 1951 nach Wien zurück, wo er bis zu seinem Tode blieb.","433","Otto Erich Deutsch"
"ansorge_p_132","Devrient","Max","1857","1929","Dt. Schauspieler aus berühmter Theaterfamilie, war ab 1882 am Wiener Burgtheater engagiert.","128; 130; 337; 394; 415; 423; 430; 462; ; ; 611; 619","Max Devrient"
"ansorge_p_133","Diederichs","Eugen","1867","1930","Dt. Verleger, in dessen Verlag in Leipzig zahlreiche bibliophil gestaltete Werke der literarischen Jahrhundertwende erschienen.","454; 466; 480; 525","Eugen Diederichs"
"ansorge_p_134","Diestel","Hans","1872","","Dt. Geiger. Veröffentlichte 1912 „Violintechnik und Geigenbau. Die Violintechnik auf natürlicher Grundlage nebst den Problemen des Geigenbaus“ und 1931 „Ein Orchestermusiker über das Dirigieren. Die Grundlagen der Dirigiertechnik aus dem Blickpunkt des Ausführenden“.","110; 135; 664","Hans Diestel"
"ansorge_p_135","Diet","Leo","1857","1942","Österr. Maler des Impressionismus, der insbesondere durch Bilder bekannt wurde, die während seines fünfjährigen Ägypten-Aufenthaltes entstanden waren. Ab 1895 Professor an der Grazer Kunstgewerbeschule.","434","Leo Diet"
"ansorge_p_136","Diez","Ernst","1878","1961","Österr. Kunsthistoriker, Orientalist und Archäologe, Vetter von Anton von Webern, der u. a. ab 1943 ein Institut für Kunstgeschichte in Ankara begründete. Er war Mitglied im Ansorge-Verein und gab im Wiener Verlag →Hugo Heller 1907 gemeinsam mit Paul Stefan den Kulturführer „Umbrien. Das Land – sein Werden – seine Kunst. Ein Wanderbuch“ heraus.","390; 429","Ernst Diez"
"ansorge_p_137","Doblinger","Ludwig","","","Österr. Musikverleger, heiratete 1849 zu St. Stephan in Wien Elisabeth Herhager aus Linz, erhielt am 17. Mai 1857 die Antiquarmusikalienhandelsbefugnis und verkaufte 1876 seine Firma dem 24-jährigen Bernhard Herzmansky (sen.). L. Doblinger zog anschließend nach Linz, wo sich seine Spur 1876 verliert.","","Ludwig Doblinger"
"ansorge_p_138","Dobrowen","Issay Alexandrovich","","1953","Russ. Dirigent und Komponist, Schüler Godowskis in Wien, 1917 Professor am Moskauer Konservatorium. Er dirigierte 1922 die deutsche Erstaufführung von „Boris Godunow“ an der Dresdner Oper, war 1924–1927 an der Wiener Volksoper, ab 1931 auch immer wieder in den USA aktiv.","214","Issay Alexandrovich Dobrowen"
"ansorge_p_139","Döblin","Alfred","1878","1957","Dt. Arzt und Schriftsteller des Expressionismus, nahm vermutlich (Klavier-)Unterricht bei Conrad Ansorge. Nach dem Fortgang des Vaters war er mit seiner Mutter 1888 von Stettin nach Berlin übersiedelt und promovierte dort 1905 in Medizin. Neben seiner Tätigkeit als Nervenarzt war Döblin bereits früh schriftstellerisch tätig und wirkte ab 1910 auch in der Zeitschrift Der Sturm seines Freundes →Herwarth Walden mit. Wie dieser hatte auch Döblin eine besondere Affinität zur Musik. Sein Roman „Berlin Alexanderplatz“ machte ihn zum Feindbild der Nationalsozialisten, und er emigrierte während des Krieges zunächst nach Zürich und Frankreich, später in die USA.","332; 683","Alfred Döblin"
"ansorge_p_140","Doenhoff","Helene v.","1861","","Ung. Sängerin (Sopran).","85","Helene v. Doenhoff"
"ansorge_p_141","Dohnanyi","Ernst v.","1877","1960","Ung. Pianist und Komponist, verh. in erster Ehe mit der Pianistin →Elisabeth Kunwald, in zweiter Ehe mit der Sängerin →Elza Galafrés. Schüler von →Eugen d’Albert, lebte zur Jahrhundertwende in Berlin, wo er ab 1905 an der Hochschule für Musik lehrte (Professur 1908).","450; 495; 529; 580; 633","Ernst v. Dohnanyi"
"ansorge_p_142","Dohrn","Georg","1867","","Dt. Dirigent, wirkte nach Flensburg, Weimar und München ab 1901 in Breslau.","155; 183; 193","Georg Dohrn"
"ansorge_p_143","Dołżycki","Adam","1886","1972","Poln. Dirigent und Komponist, kollaborierte mit den Nazi-Besatzern.","192","Adam Dołżycki"
"ansorge_p_144","Donath","Adolph","1876","1937","Österr. Dichter und Kulturhistoriker aus Mähren, lebte ab 1895 in Wien, studierte Philosophie und Jus, war als Rezensent bei der Neuen Freien Presse und der Gesellschaft tätig, veröffentlichte rund um die Jahrhundertwende 3 Bände jüdischer Gedichte, die auch Anklang bei Theodor Herzl fanden. 1905 zog er nach Berlin und widmete sich vermehrt der Kunstgeschichte, gab auch dort Zeitungen heraus und gründete nach dem Krieg u. a. den Kunstwanderer.","415; 518; 610","Adolph Donath"
